,Pais,Data,Decklist,Evento,Formato,Heroi,Resultado,Link do deck,Tipo de evento,Classe,Talento,Idade
93,Canada,18 Jan 2026,Hayden Jeanson – Oldhim – Battle Hardened: Columbus,Battle Hardened: Columbus,Silver Age,Oldhim,3rd,https://fabtcg.com/decklists/hayden-jeanson-oldhim-battle-hardened-columbus/,battle hardened,['Guardian'],['Elemental'],['Young']
94,United States of America,18 Jan 2026,Abigail Welday – Kano – Battle Hardened: Columbus,Battle Hardened: Columbus,Silver Age,Kano,3rd,https://fabtcg.com/decklists/abigail-welday-kano-battle-hardened-columbus/,battle hardened,['Wizard'],['nenhum'],['Young']
95,United States of America,18 Jan 2026,Connor Bryant – Lexi – Battle Hardened: Columbus,Battle Hardened: Columbus,Silver Age,Lexi,5th,https://fabtcg.com/decklists/connor-bryant-lexi-battle-hardened-columbus/,battle hardened,['Ranger'],['Elemental'],['Young']
96,United States of America,18 Jan 2026,Logan Zarnick – Oldhim – Battle Hardened: Columbus,Battle Hardened: Columbus,Silver Age,Oldhim,5th,https://fabtcg.com/decklists/logan-zarnick-oldhim-battle-hardened-columbus/,battle hardened,['Guardian'],['Elemental'],['Young']
97,United States of America,18 Jan 2026,Michael Godfrey – Chane – Battle Hardened: Columbus,Battle Hardened: Columbus,Silver Age,Chane,5th,https://fabtcg.com/decklists/michael-godfrey-chane-battle-hardened-columbus/,battle hardened,['Runeblade'],['Shadow'],['Young']
98,United States of America,18 Jan 2026,Mara Faris – Chane – Battle Hardened: Columbus,Battle Hardened: Columbus,Silver Age,Chane,5th,https://fabtcg.com/decklists/mara-faris-chane-battle-hardened-columbus/,battle hardened,['Runeblade'],['Shadow'],['Young']
99,Canada,17 Jan 2026,"Michael Jaszczur – Florian, Rotwood Harbinger – Calling: Columbus",Calling: Columbus,Classic Constructed,"Florian, Rotwood Harbinger",1st,https://fabtcg.com/decklists/michael-jaszczur-florian-rotwood-harbinger-calling-columbus/,calling,['Runeblade'],['Elemental'],['Adult']
100,United States of America,17 Jan 2026,"Lucas Oswald – Arakni, Marionette – Calling: Columbus",Calling: Columbus,Classic Constructed,"Arakni, Marionette",2nd,https://fabtcg.com/decklists/lucas-oswald-arakni-marionette-calling-columbus/,calling,['Assassin'],['Chaos'],['Adult']
101,United States of America,17 Jan 2026,"Jeremy Chen – Oscilio, Constella Intelligence – Calling: Columbus",Calling: Columbus,Classic Constructed,"Oscilio, Constella Intelligence",3rd,https://fabtcg.com/decklists/jeremy-chen-oscilio-constella-intelligence-calling-columbus/,calling,['Wizard'],['Elemental'],['Adult']
102,United States of America,17 Jan 2026,"Majin Bae – Oscilio, Constella Intelligence – Calling: Columbus",Calling: Columbus,Classic Constructed,"Oscilio, Constella Intelligence",3rd,https://fabtcg.com/decklists/majin-bae-oscilio-constella-intelligence-calling-columbus/,calling,['Wizard'],['Elemental'],['Adult']
103,United States of America,17 Jan 2026,"William Pistel – Gravy Bones, Shipwrecked Looter – Calling: Columbus",Calling: Columbus,Classic Constructed,"Gravy Bones, Shipwrecked Looter",5th,https://fabtcg.com/decklists/william-pistel-gravy-bones-shipwrecked-looter-calling-columbus/,calling,['Pirate' 'Necromancer'],['nenhum'],['Adult']
104,United States of America,17 Jan 2026,"Damien Riggins – Pleiades, Superstar – Calling: Columbus",Calling: Columbus,Classic Constructed,"Pleiades, Superstar",5th,https://fabtcg.com/decklists/damien-riggins-pleiades-superstar-calling-columbus/,calling,['Guardian'],['Revered'],['Adult']
105,Canada,17 Jan 2026,"Nghia Tran – Katsu, the Wanderer – Calling: Columbus",Calling: Columbus,Classic Constructed,"Katsu, the Wanderer",5th,https://fabtcg.com/decklists/nghia-tran-katsu-the-wanderer-calling-columbus/,calling,['Ninja'],['nenhum'],['Adult']
106,United States of America,17 Jan 2026,"Thomas Johnson-Averette – Pleiades, Superstar – Calling: Columbus",Calling: Columbus,Classic Constructed,"Pleiades, Superstar",5th,https://fabtcg.com/decklists/thomas-johnson-averette-pleiades-superstar-calling-columbus/,calling,['Guardian'],['Revered'],['Adult']
107,Poland,11 Jan 2026,"Filip Mikołajczyk – Cindra, Dracai of Retribution – Battle Hardened: Gdańsk",Battle Hardened Gdańsk,Classic Constructed,"Cindra, Dracai of Retribution",1st,https://fabtcg.com/decklists/filip-mikoajczyk-cindra-dracai-of-retribution-battle-hardened-gdansk/,battle hardened,['Ninja'],['Royal' 'Draconic'],['Adult']
108,Finland,11 Jan 2026,"Pauli Viimaranta – Florian, Rotwood Harbinger – Battle Hardened: Gdańsk",Battle Hardened: Gdańsk,Classic Constructed,"Florian, Rotwood Harbinger",2nd,https://fabtcg.com/decklists/pauli-viimaranta-florian-rotwood-harbinger-battle-hardened-gdansk/,battle hardened,['Runeblade'],['Elemental'],['Adult']
109,Poland,11 Jan 2026,"Mariusz Suchanecki – Fang, Dracai of Blades – Battle Hardened: Gdańsk",Battle Hardened: Gdańsk,Classic Constructed,"Fang, Dracai of Blades",3rd,https://fabtcg.com/decklists/mariusz-suchanecki-fang-dracai-of-blades-battle-hardened-gdansk/,battle hardened,['Warrior'],['Royal' 'Draconic'],['Adult']
110,Poland,11 Jan 2026,"Bartosz Ziemba – Oscilio, Constella Intelligence – Battle Hardened: Gdańsk",Battle Hardened: Gdańsk,Classic Constructed,"Oscilio, Constella Intelligence",3rd,https://fabtcg.com/decklists/bartosz-ziemba-oscilio-constella-intelligence-battle-hardened-gdansk/,battle hardened,['Wizard'],['Elemental'],['Adult']
111,Poland,11 Jan 2026,"Łukasz “Ashikaze” Rybski – Florian, Rotwood Harbinger – Battle Hardened: Gdańsk",Battle Hardened: Gdańsk,Classic Constructed,"Florian, Rotwood Harbinger",5th,https://fabtcg.com/decklists/ukasz-ashikaze-rybski-florian-rotwood-harbinger-battle-hardened-gdansk/,battle hardened,['Runeblade'],['Elemental'],['Adult']
112,Poland,11 Jan 2026,"Wojciech Arendt – Arakni, Marionette – Battle Hardened: Gdańsk",Battle Hardened: Gdańsk,Classic Constructed,"Arakni, Marionette",5th,https://fabtcg.com/decklists/wojciech-arendt-arakni-marionette-battle-hardened-gdansk/,battle hardened,['Assassin'],['Chaos'],['Adult']
113,Poland,11 Jan 2026,Jan Wojtecki – Dorinthea Ironsong – Battle Hardened: Gdańsk,Battle Hardened: Gdańsk,Classic Constructed,Dorinthea Ironsong,5th,https://fabtcg.com/decklists/jan-wojtecki-dorinthea-ironsong-battle-hardened-gdansk/,battle hardened,['Warrior'],['nenhum'],['Adult']
114,Germany,11 Jan 2026,"Paul Beese – Gravy Bones, Shipwrecked Looter – Battle Hardened: Gdańsk",Battle Hardened: Gdańsk,Classic Constructed,"Gravy Bones, Shipwrecked Looter",5th,https://fabtcg.com/decklists/paul-beese-gravy-bones-shipwrecked-looter-battle-hardened-gdansk/,battle hardened,['Pirate' 'Necromancer'],['nenhum'],['Adult']
115,Japan,10 Jan 2026,Shoki Imacho – Oldhim – Battle Hardened: Akihabara,Battle Hardened: Akihabara,Silver Age,Oldhim,1st,https://fabtcg.com/decklists/shoki-imacho-oldhim-sunday-900-battle-hardened/,battle hardened,['Guardian'],['Elemental'],['Young']
116,United States of America,10 Jan 2026,Michael Feng – Chane – Battle Hardened: Akihabara,Battle Hardened: Akihabara,Silver Age,Chane,2nd,https://fabtcg.com/decklists/michael-feng-chane-sunday-900-battle-hardened/,battle hardened,['Runeblade'],['Shadow'],['Young']
117,Hong Kong,10 Jan 2026,David Yau – Chane – Battle Hardened: Akihabara,Battle Hardened: Akihabara,Silver Age,Chane,3rd,https://fabtcg.com/decklists/david-yau-chane-sunday-900-battle-hardened/,battle hardened,['Runeblade'],['Shadow'],['Young']
118,Japan,10 Jan 2026,Kazuki Itabashi – Chane – Battle Hardened: Akihabara,Battle Hardened: Akihabara,Silver Age,Chane,3rd,https://fabtcg.com/decklists/kazuki-itabashi-chane-sunday-900-battle-hardened/,battle hardened,['Runeblade'],['Shadow'],['Young']
119,Japan,10 Jan 2026,"Kento Inagaki – Bravo, Flattering Showman – Battle Hardened: Akihabara",Battle Hardened: Akihabara,Silver Age,"Bravo, Flattering Showman",5th,https://fabtcg.com/decklists/kento-inagaki-bravo-flattering-showman-sunday-900-battle-hardened/,battle hardened,['Guardian'],['nenhum'],['Young']
120,Japan,10 Jan 2026,"Terukazu Goshima – Ira, Crimson Haze – Battle Hardened: Akihabara",Battle Hardened: Akihabara,Silver Age,"Ira, Crimson Haze",5th,https://fabtcg.com/decklists/terukazu-goshima-ira-crimson-haze-sunday-900-battle-hardened/,battle hardened,['Ninja'],['nenhum'],['Young']
121,Japan,10 Jan 2026,haruka sonoda – Oldhim – Battle Hardened: Akihabara,Battle Hardened: Akihabara,Silver Age,Oldhim,5th,https://fabtcg.com/decklists/haruka-sonoda-oldhim-sunday-900-battle-hardened/,battle hardened,['Guardian'],['Elemental'],['Young']
122,Australia,10 Jan 2026,Andy Pham – Chane – Battle Hardened: Akihabara,Battle Hardened: Akihabara,Silver Age,Chane,5th,https://fabtcg.com/decklists/andy-pham-chane-sunday-900-battle-hardened/,battle hardened,['Runeblade'],['Shadow'],['Young']
123,United States of America,10 Jan 2026,"Andrew Cook – Oscilio, Constella Intelligence – Battle Hardened: Atlanta",Battle Hardened: Atlanta,Classic Constructed,"Oscilio, Constella Intelligence",1st,https://fabtcg.com/decklists/andrew-cook-oscilio-constella-intelligence-sat-0900-battle-hardened-cc-scg-con-atlanta/,battle hardened,['Wizard'],['Elemental'],['Adult']
124,United States of America,10 Jan 2026,"Andrew Lorenz – Oscilio, Constella Intelligence – Battle Hardened: Atlanta",Battle Hardened: Atlanta,Classic Constructed,"Oscilio, Constella Intelligence",2nd,https://fabtcg.com/decklists/andrew-lorenz-oscilio-constella-intelligence-sat-0900-battle-hardened-cc-scg-con-atlanta/,battle hardened,['Wizard'],['Elemental'],['Adult']
125,United States of America,10 Jan 2026,"Randy Davis – Pleiades, Superstar – Battle Hardened: Atlanta",Battle Hardened: Atlanta,Classic Constructed,"Pleiades, Superstar",3rd,https://fabtcg.com/decklists/randy-davis-pleiades-superstar-sat-0900-battle-hardened-cc-scg-con-atlanta/,battle hardened,['Guardian'],['Revered'],['Adult']
126,United States of America,10 Jan 2026,"Phillip Spader – Ira, Scarlet Revenger – Battle Hardened: Atlanta",Battle Hardened: Atlanta,Classic Constructed,"Ira, Scarlet Revenger",3rd,https://fabtcg.com/decklists/phillip-spader-ira-scarlet-revenger-sat-0900-battle-hardened-cc-scg-con-atlanta/,battle hardened,['Ninja'],['nenhum'],['Adult']
127,United States of America,10 Jan 2026,"Justin Evans – Gravy Bones, Shipwrecked Looter – Battle Hardened: Atlanta",Battle Hardened: Atlanta,Classic Constructed,"Gravy Bones, Shipwrecked Looter",5th,https://fabtcg.com/decklists/justin-evans-gravy-bones-shipwrecked-looter-sat-0900-battle-hardened-cc-scg-con-atlanta/,battle hardened,['Pirate' 'Necromancer'],['nenhum'],['Adult']
128,United States of America,10 Jan 2026,"Thomas Johnson-Averette – Pleiades, Superstar – Battle Hardened: Atlanta",Battle Hardened: Atlanta,Classic Constructed,"Pleiades, Superstar",5th,https://fabtcg.com/decklists/thomas-johnson-averette-pleiades-superstar-sat-0900-battle-hardened-cc-scg-con-atlanta/,battle hardened,['Guardian'],['Revered'],['Adult']
129,United States of America,10 Jan 2026,"Tyruss Sennett – Florian, Rotwood Harbinger – Battle Hardened: Atlanta",Battle Hardened: Atlanta,Classic Constructed,"Florian, Rotwood Harbinger",5th,https://fabtcg.com/decklists/tyruss-sennett-florian-rotwood-harbinger-sat-0900-battle-hardened-cc-scg-con-atlanta/,battle hardened,['Runeblade'],['Elemental'],['Adult']
130,United States of America,10 Jan 2026,"Jason Watkins – Verdance, Thorn of the Rose – Battle Hardened: Atlanta",Battle Hardened: Atlanta,Classic Constructed,"Verdance, Thorn of the Rose",5th,https://fabtcg.com/decklists/jason-watkins-verdance-thorn-of-the-rose-sat-0900-battle-hardened-cc-scg-con-atlanta/,battle hardened,['Wizard'],['Elemental'],['Adult']
131,Japan,10 Jan 2026,"Ryosuke Urase – Florian, Rotwood Harbinger – Calling: Akihabara",Calling: Akihabara,Classic Constructed,"Florian, Rotwood Harbinger",1st,https://fabtcg.com/decklists/ryosuke-urase-florian-rotwood-harbinger-saturday-900-the-calling-classic-constructed/,calling,['Runeblade'],['Elemental'],['Adult']
132,Japan,10 Jan 2026,"GAICHI YAMADA – Arakni, Marionette – Calling: Akihabara",Calling: Akihabara,Classic Constructed,"Arakni, Marionette",2nd,https://fabtcg.com/decklists/gaichi-yamada-arakni-marionette-saturday-900-the-calling-classic-constructed/,calling,['Assassin'],['Chaos'],['Adult']
133,Singapore,10 Jan 2026,"Gordon Koh Koh – Cindra, Dracai of Retribution – Calling: Akihabara",Calling: Akihabara,Classic Constructed,"Cindra, Dracai of Retribution",3rd,https://fabtcg.com/decklists/gordon-koh-koh-cindra-dracai-of-retribution-saturday-900-the-calling-classic-constructed/,calling,['Ninja'],['Royal' 'Draconic'],['Adult']
134,Australia,10 Jan 2026,Sam Sutherland – Dash I/O – Calling: Akihabara,Calling: Akihabara,Classic Constructed,Dash I/O,3rd,https://fabtcg.com/decklists/sam-sutherland-dash-io-saturday-900-the-calling-classic-constructed/,calling,['Mechanologist'],['nenhum'],['Adult']
135,Japan,10 Jan 2026,"TSUNAKI SAWAI – Oscilio, Constella Intelligence – Calling: Akihabara",Calling: Akihabara,Classic Constructed,"Oscilio, Constella Intelligence",5th,https://fabtcg.com/decklists/tsunaki-sawai-oscilio-constella-intelligence-saturday-900-the-calling-classic-constructed/,calling,['Wizard'],['Elemental'],['Adult']
136,Japan,10 Jan 2026,"Kazuya Murakami – Cindra, Dracai of Retribution – Calling: Akihabara",Calling: Akihabara,Classic Constructed,"Cindra, Dracai of Retribution",5th,https://fabtcg.com/decklists/kazuya-murakami-cindra-dracai-of-retribution-saturday-900-the-calling-classic-constructed/,calling,['Ninja'],['Royal' 'Draconic'],['Adult']
137,Japan,10 Jan 2026,"Ryouichi Sakazaki – Arakni, Marionette – Calling: Akihabara",Calling: Akihabara,Classic Constructed,"Arakni, Marionette",5th,https://fabtcg.com/decklists/ryouichi-sakazaki-arakni-marionette-saturday-900-the-calling-classic-constructed/,calling,['Assassin'],['Chaos'],['Adult']
138,Hong Kong,10 Jan 2026,"Nova Chan – Arakni, Marionette – Calling: Akihabara",Calling: Akihabara,Classic Constructed,"Arakni, Marionette",5th,https://fabtcg.com/decklists/nova-chan-arakni-marionette-saturday-900-the-calling-classic-constructed/,calling,['Assassin'],['Chaos'],['Adult']
139,Hong Kong,21 Dec 2025,Evanking Chiu – Chane – Battle Hardened: Hong Kong,Battle Hardened: Hong Kong,Silver Age,Chane,1st,https://fabtcg.com/decklists/evanking-chiu-chane-battle-hardened-hong-kong-2025/,battle hardened,['Runeblade'],['Shadow'],['Young']
140,Philippines,21 Dec 2025,"Mikko Pena – Ira, Crimson Haze – Battle Hardened: Hong Kong",Battle Hardened: Hong Kong,Silver Age,"Ira, Crimson Haze",2nd,https://fabtcg.com/decklists/mikko-pena-ira-crimson-haze-battle-hardened-hong-kong-2025/,battle hardened,['Ninja'],['nenhum'],['Young']
141,Hong Kong,21 Dec 2025,erwin leung – Oldhim – Battle Hardened: Hong Kong,Battle Hardened: Hong Kong,Silver Age,Oldhim,3rd,https://fabtcg.com/decklists/erwin-leung-oldhim-battle-hardened-hong-kong-2025/,battle hardened,['Guardian'],['Elemental'],['Young']
142,Hong Kong,21 Dec 2025,Isaac Lee – Chane – Battle Hardened: Hong Kong,Battle Hardened: Hong Kong,Silver Age,Chane,3rd,https://fabtcg.com/decklists/isaac-lee-chane-battle-hardened-hong-kong-2025/,battle hardened,['Runeblade'],['Shadow'],['Young']
143,Netherlands,21 Dec 2025,Paul van Gijssel – Chane – Battle Hardened: Hong Kong,Battle Hardened: Hong Kong,Silver Age,Chane,5th,https://fabtcg.com/decklists/paul-van-gijssel-chane-battle-hardened-hong-kong-2025/,battle hardened,['Runeblade'],['Shadow'],['Young']
144,Philippines,21 Dec 2025,Chris Javier Mapalo – Chane – Battle Hardened: Hong Kong,Battle Hardened: Hong Kong,Silver Age,Chane,5th,https://fabtcg.com/decklists/chris-javier-mapalo-chane-battle-hardened-hong-kong-2025/,battle hardened,['Runeblade'],['Shadow'],['Young']
145,Hong Kong,21 Dec 2025,Terry Yuen – Briar – Battle Hardened: Hong Kong,Battle Hardened: Hong Kong,Silver Age,Briar,5th,https://fabtcg.com/decklists/terry-yuen-briar-battle-hardened-hong-kong-2025/,battle hardened,['Runeblade'],['Elemental'],['Young']
146,Hong Kong,21 Dec 2025,Bun Ar – Chane – Battle Hardened: Hong Kong,Battle Hardened: Hong Kong,Silver Age,Chane,5th,https://fabtcg.com/decklists/bun-ar-chane-battle-hardened-hong-kong-2025/,battle hardened,['Runeblade'],['Shadow'],['Young']
147,Taiwan,20 Dec 2025,"Oh Oh – Verdance, Thorn of the Rose – Calling: Hong Kong",Calling: Hong Kong,Classic Constructed,"Verdance, Thorn of the Rose",1st,https://fabtcg.com/decklists/oh-oh-verdance-thorn-of-the-rose-calling-hong-kong-2025/,calling,['Wizard'],['Elemental'],['Adult']
148,Hong Kong,20 Dec 2025,"Law Wen – Arakni, Marionette – Calling: Hong Kong",Calling: Hong Kong,Classic Constructed,"Arakni, Marionette",2nd,https://fabtcg.com/decklists/law-wen-arakni-marionette-calling-hong-kong-2025/,calling,['Assassin'],['Chaos'],['Adult']
149,Hong Kong,20 Dec 2025,"Teddy Tai – Kayo, Armed and Dangerous – Calling: Hong Kong",Calling: Hong Kong,Classic Constructed,"Kayo, Armed and Dangerous",3rd,https://fabtcg.com/decklists/teddy-tai-kayo-armed-and-dangerous-calling-hong-kong-2025/,calling,['Brute'],['nenhum'],['Adult']
150,United Kingdom,20 Dec 2025,"Jacob Clements – Gravy Bones, Shipwrecked Looter – Calling: Hong Kong",Calling: Hong Kong,Classic Constructed,"Gravy Bones, Shipwrecked Looter",3rd,https://fabtcg.com/decklists/jacob-clements-gravy-bones-shipwrecked-looter-calling-hong-kong-2025/,calling,['Pirate' 'Necromancer'],['nenhum'],['Adult']
151,United States of America,20 Dec 2025,"Brodie Spurlock – Gravy Bones, Shipwrecked Looter – Calling: Hong Kong",Calling: Hong Kong,Classic Constructed,"Gravy Bones, Shipwrecked Looter",5th,https://fabtcg.com/decklists/brodie-spurlock-gravy-bones-shipwrecked-looter-calling-hong-kong-2025/,calling,['Pirate' 'Necromancer'],['nenhum'],['Adult']
152,Thailand,20 Dec 2025,Torpong Juntree – Kassai of the Golden Sand – Calling: Hong Kong,Calling: Hong Kong,Classic Constructed,Kassai of the Golden Sand,5th,https://fabtcg.com/decklists/torpong-juntree-kassai-of-the-golden-sand-calling-hong-kong-2025/,calling,['Warrior'],['nenhum'],['Adult']
153,Japan,20 Dec 2025,shoma yamamura – Kassai of the Golden Sand – Calling: Hong Kong,Calling: Hong Kong,Classic Constructed,Kassai of the Golden Sand,5th,https://fabtcg.com/decklists/shoma-yamamura-kassai-of-the-golden-sand-calling-hong-kong-2025/,calling,['Warrior'],['nenhum'],['Adult']
